Quality Check,"A Quality Check for each new programme is undertaken at least 6 months before it commences, to ensure that all elements of the programme are complete and deliverable.
The Quality Check for a new programme is normally completed by the appropriate Programme Approval Group (PAG) when it considers any new constituent modules on the programme. The Check involves consideration of the original programme proposal and all the modules contributing to the programme.? It provides the opportunity to discuss the management of the programme and operational considerations, particularly arrangements for more ＆complex＊ programmes involving collaborative provision, study abroad or placement arrangements.
Quality Checklist
At the Quality Check the following ＆Quality Checklist＊ will be considered to agree the points set out below (as appropriate):
a) Review of Programme documentation, including module specifications, to confirm:

The full programme content
Any issues raised via PAG deliberations have been addressed?
Any issues raised by the external review have been addressed
The appropriateness of learning outcomes at all exit award levels
The appropriateness of assessment strategies (clearly aligned to programme learning outcomes)
The appropriateness of the approach taken to the Leeds Curriculum (Broadening, Research Based Learning, Core Programme Threads)
Confirmation of adherence to any relevant QAA Subject Benchmark Statements
Confirmation of adherence to the Framework for Higher Education Qualifications (FHEQ)
Confirmation of status in relation to professional, statutory and regulatory bodies (PSRB) accreditation?
Review of progress in relation to development of learning materials/ objects.?Are reading lists required and has this information been included on the reading list tool in Minerva?



b) To confirm programme management arrangements:

Confirmation of Programme Manager
Confirmation of school programme management structure and arrangements for review
Confirmation of Final Year Project?supervision arrangements
Confirmation of personal tutoring arrangements
Confirmation of assessment board arrangements
Confirmation of external examiner arrangements
Confirmation of operational arrangements (SES support)
Cross-institutional programmes including joint honours
Confirmation of JACS/HECoS codes assigned to programme in liaison with Marketing Manager.



c) For programmes including a semester or year abroad:

Confirmation of language training, how language competence will be assessed and details of action to be taken when competence is insufficient
Confirmation of the courses to be taken abroad and indications, using European Credit Transfer and Accumulation System (ECTS) credits, of how the work is commensurate with the credit rating assigned to the period abroad
Confirmation on assessment and use in classification of work abroad and, where appropriate, equivalence of marking scales
Confirmation of management arrangements for the exchange
Confirmation of support arrangements provided for students at the exchange institution



?d) For programmes including a placement:

Confirmation of arrangements for the identification and allocation of placement activity
Confirmation of management arrangements for the placement activity
Confirmation of arrangements for the assessment of placement activity
Confirmation of support arrangements provided for students on placements (referencing specified expectations)



Download the Quality Checklist
"
Taught programme amendment processes,"There are different amendment processes depending on the scale of the change proposed. Major programme amendments are approved by the Programme Approval Group. Minor programme amendments are approved by the School Taught Student Education Committee and reported to the Faculty Taught Student Education Committee.?
Different types of programme amendment are described below.
Please speak to your Quality Assurance team (QAT) faculty contact at an early stage regarding programme amendments and implementation timescales.?
Major amendments 
Major Programme Amendments are those that involve changes to the structure of a?programme which have the potential to impact on the programme level learning outcomes?and the programme title, i.e:

Any changes to the structure of the programme via the removal and/or addition of?compulsory modules. (Replacement compulsory modules, where these do not impact on programme level Learning Outcomes are not included) 
The withdrawal, addition or re-designation of optional modules as co-requisites or prerequisites?(where such changes impact on a substantial number of optional modules -?equating to 30% or more of the credit weighting for any single year of study, for example?40 credits at undergraduate or 60 credits at postgraduate level) 
Changes to the programme title and/or award, where this reflects changes to?programme content 
Significant changes to the mode of delivery (e.g., via introduction of a Flexible and?Distributed Learning mode or an alternative programme delivery location). 

See the definition of a?major programme amendment. 
Major programme amendments must go through the same approval process as for a new programme. All major programme amendments require an external review. The amendments are proposed by the School Taught Student Education Committee (STSEC), approved by the Programme Approval Group (PAG) and ratified by the Taught Student Education Board (TSEB). The PAG also has the responsibility for the approval of all new modules.
Proposing a major amendment
STSEC consideration
The proposal for STSEC must comprise of the following:? 

a rationale for the amendments 
the amended programme specification (either as a catalogue report or amended programme proposal form - see QA forms for the appropriate documentation) 
any new or amended modules that form part of the revised programme proposal 
an external review and appropriate response 

STSEC minutes must clearly document consideration of the amended programme proposal and the agreed outcomes.?
When preparing an amendment proposal, consider if the changes impact on progression/award requirements, or affect any collaboration or accreditation conditions. Also ensure that you consult other Schools on the proposals where necessary (especially for Joint Honours programmes).????
PAG consideration
Following STSEC endorsement, any changes STSEC agreed must be made to the proposal.? then submit electronically to your Quality Assurance team (QAT) contact the following, for onward consideration at the PAG:

the STSEC proposals, updated as appropriate (rationale for amendments, amended programme specification, any new or amended constituent modules, external review and response); 
a completed PAG coversheet, briefly explaining the items proposed; and 
minutes from the STSEC meeting confirming STSEC consideration and endorsement of the amendment. 

Following PAG approval, the School must ensure that the catalogue is fully updated to reflect the amended programme (and any module changes) as agreed by the PAG.?
Where successive or multiple major amendments lead to a substantial programme changes, a new Banner programme code is required.? This will ensure that the appropriate transcript information is held in the historical student record.?? 
Minor amendments
Minor amendments to programmes are all changes not covered in major amendments, above.? Examples include:

Change to a programme title (when the change is for marketing purposes and does not reflect any changes to the programme content, structure or learning outcomes. In these instances the advice of the Faculty's Marketing Manager should be sought and the title change agreed with the Dean of the relevant Faculty). 
Adding or removing optional modules (when these amount to less than 30% of the credit weighting for any one year). 
Module amendments, including changes to a module's learning outcomes, method of assessment or title (plus any?module title change?requires?a new module code?to be assigned). 

Minor amendments to programmes should be considered and approved by the STSEC and reported to FTSEC, using the report of STSEC business. 
Proposing a minor amendment
STSEC consideration
The proposal for STSEC must comprise of the following: 

a rationale for the amendments 
the amended programme specification (normally a catalogue report) 

STSEC minutes must clearly document consideration of the amended programme proposal and the agreed outcomes. 
Reporting to FTSEC
Following STSEC approval, the School must ensure that the catalogue is fully updated to reflect the amended programme (and any related module changes) as agreed by STSEC.?
The School must provide a report of STSEC Business?for FTSEC,?which will include a brief description of?amendment. The supporting STSEC minutes which document consideration of the proposal also need providing. (The programme amendment paperwork is not required by FTSEC but appropriate records need to be kept by the School.) ? and implications of the proposal. 
The deadline for approval of minor programme amendments is 31 March (six months before they take effect).?
Programme title changes
Programme title changes are considered major if they reflect changes to the programme content/learning outcomes. Title changes are considered minor if they are for marketing purposes only, in such instances seek advice from your Quality Assurance team (QAT) faculty contact and faculty marketing manager.
Note that changes of programme title can impact on visas and Certificates of Acceptance of Studies and thus international recruitment. Please seek advice from Taught Student Admissions. New programme titles should be approved before the recruitment cycle for the programme begins (by 28 February, 19 months before entry).
Changes to entry requirements
Entry requirements are usually agreed on an annual basis as part of each school＊s admissions policy.
Changes to entry requirements should be discussed with the faculty marketing manager and agreed with the Head of School before they are submitted for approval. Changes are then proposed by the STSEC, approved by the?PAG?and ratified by TSEB. They cannot be implemented until TSEB has granted approval. 
The deadline for changes to entry requirements is March, a year in advance (ie 18 months before entry). Changes after this time may be refused. This is earlier than the deadline for curriculum changes because any publicity material (eg prospectus and coursefinder) must be accurate for when students can first research their options before applying. 
Typographical corrections
Typographical corrections are changes which affect the layout, expression, spelling and/or grammar of text fields, but which do not change the meaning of the text. Examples include correcting spelling, punctuation or grammar, paragraph layout or bullet points. Typographical corrections do not include any addition/removal of content. Typographical corrections can be made without committee approval provided that the reasons for change are formally recorded. The catalogue retains a record of versions and usernames where changes are made.
Open fields
Open fields impact the operational delivery of modules but do not affect the nature of study or the student achievement. Changes to information in these fields do not require academic committee approval but are usually subject to management approval within the parent school. 
The open fields for programme entries are:

staff 
coursefinder fields (Note: entry requirements are not open, only text descriptions of the programme for coursefinder) 
fields on the HESA tab. 

The open fields for module entries are:

staff 
JACS code(s) 
teaching periods, including part of term (semester) and caps on enrolment numbers, providing that the changes do not significantly change the structure of approved programmes. 
"
Taught programme withdrawal,"To withdraw or temporarily suspend a programme, a school must seek approval from the Portfolio Steering Group,?via the relevant Programme Approval Group (PAG). Additional requirements for withdrawal apply if the programme is taught in collaboration.
The Portfolio Steering Group?ratifies taught programme withdrawal , acting on behalf of Senate and PAG approval follows recommendation from the School Taught Student Education Committee (STSEC). Schools must use the programme withdrawal form to request approval. Depending on the timing, it may also be necessary to seek permission from the Deputy Vice Chancellor for Student Education (for example, if withdrawal/suspension is considered within an application cycle).
The programme withdrawal form?must be completed to?request approval. Consultation with other teaching schools/departments or external institutions contributing to the programme is required. ?
Careful consideration should be given to the status of existing literature/information about the programme (for example, the prospectus and other print materials as well as Coursefinder and the programme catalogue) and the timing of application and recruitment cycles, open day presentations and the existence of any deferred applications/offers. Partnerships or collaborative agreements with other institutions or organisations require particular attention. Early consultation with the Faculty Marketing Manager is important.
Withdrawing a taught programme from marketing and recruitment

If the proposal to withdraw precedes the start of the recruitment cycle for the next entry point and receipt of any applications, schools should complete the programme withdrawal form and seek approval from the Pro Dean for Student Education (DVC approval is not required in this situation). The start of the recruitment cycle is normally defined by the Coursefinder rollover point (for example, around March 2019 for both UG and TP entry in September 2021; though different cycles may apply for specific courses). If the proposal is straightforward and does not involve any co-teaching or collaborative partners, the school may proceed and request approval.
In exceptional circumstances, if the proposal to withdraw comes after initial release of advertising/Coursefinder rollover, but before receipt of any applications, further to consultation with Faculty Marketing and Admissions, schools may proceed as above with the proposal to withdraw and an associated communications plan presented to the PAG/Pro Dean for Student Education for consideration.
In exceptional circumstances, if the proposal to withdraw comes after receipt of applications or offers (including any deferred from previous application cycles), permission must be sought from the Deputy Vice Chancellor for Student Education and the specific approach to communications and further action must be agreed with Faculty Marking and Admissions (and detailed on the withdrawal form). Ideally, suitable alternative arrangements will be presented to any offer holders/applicants. Offering a place on a programme of study represents a contract between the University and the student in which the University sets out its obligation to provide the programme as advertised unless very exceptional circumstances outside the institution's control ensue (further details about such rare exceptions are set out in the student contract and, where appropriate, in advertising such as the prospectus).

Consultation
The views of co-teaching schools/faculties involved in programme delivery (for example, contributing compulsory or optional modules) must be sought and properly considered. Particular attention is necessary if any external partners are involved; where withdrawal or suspension involves collaborative partners, the decision to withdraw must be agreed by all interested parties and must take account of any relevant provisions in the legal agreement in force at the time.
Teaching out programmes
Programmes withdrawn from marketing and recruitment activity may still have students registered on them, and the University＊s commitment to their on-course experience continues so that the University＊s obligations to individuals are reasonably and fairly fulfilled. The duration of the teaching-out period will include any study abroad or placement activity, the usual re-examination opportunities, and should accommodate students with temporary suspension from study. Communication with students on teach-out programmes is important to provide them with reassurance about the continuing coherence of their study, and consideration may need to be given to final cohorts＊ continuing relationship with the relevant academic community (for example, students on related programmes, and any new programmes being introduced). This guidance does not permit the immediate withdrawal of programmes on which students are registered, as this would be contrary to the University's commitment to teach out.
Programme suspension
In the case of a programme being suspended, the same protocols for removal from marketing and recruitment apply as for programme withdrawal. In addition, the conditions for reinstatement should be set out at the point of suspension. These terms are likely to be case-specific (for instance due to funder demand, resource or space contexts, for example) but academic, resourcing and financial/strategic cases must be assured explicitly at the point reinstatement is considered for approval.
A proposal for the temporary suspension of a programme should be accompanied by a rationale for the suspension and reinstatement conditions. The relevant Programme Approval Group will consider and approve the case for reinstatement at such time that arises. Programme Approval Groups will also review the ongoing status/viability of any programme suspended for two successive years.?
In the case of a programme being suspended, the same protocols for removal from marketing and recruitment apply as for programme withdrawal. In addition, the conditions for reinstatement should be set out at the point of suspension. These terms are likely to be case-specific (for instance due to funder demand, resource or space contexts, for example) but academic, resourcing and financial/strategic cases must be assured explicitly at the point reinstatement is considered for approval.
Collaborative programme withdrawal?
In the case of a collaborative programme being suspended, the same protocols for removal from marketing and recruitment apply as for programme withdrawal. In addition, the conditions for reinstatement should be set out at the point of suspension. These terms are likely to be case-specific (for instance due to funder demand, resource or space contexts, for example) but academic, resourcing and financial/strategic cases must be assured explicitly at the point reinstatement is considered for approval. See collaborative programme withdrawal?for further details.
"
Collaborative programme approval,"Collaborative programmes have extra approval and review requirements, which will vary according to the type of arrangement being proposed and whether it is?taught or research.
Collaborative provision involves the University working with an external partner, under the governance of a signed legal agreement, to offer educational opportunities for the award of credit. These arrangements are more complex in their?structure than internal provision, and therefore follow different approval and review processes.? To gain approval, a collaborative programme must align with the University's strategic aims.
The University's?International?Office and Quality Assurance Team are responsible for facilitating the approval and review processes for collaborative arrangements, and should be contacted at the outset of the development of the proposal.
Taught programmes
For taught programmes, collaborative provision is a systematic collaborative arrangement for course provision with an external partner under which a student can gain:

entry to
advanced standing on, or
credit for

a taught programme or award of the University of Leeds.??
Research programmes
Please contact the Doctoral College for further guidance on the development and approval of collaborative research arrangements.
Guidance
Read full details of the planning, development and approval of new collaborative arrangements in the Collaborative provision guidance (PDF).
Taught arrangement types and approval forms
The different categories of collaborative arrangements?permissible within the University's Collaborative Provision framework require completion of different approval forms.? See collaborative provision approval forms?(PDF) which specifies the?different arrangement types for individual approval forms,?which should be completed in accordance with the collaborative provision guidance (PDF) document.? (Please note that Stage 2: Off-Campus Delivery and Advanced Arrangement Form will be circulated to proposers once the Stage 1: Outline Approval Form is fully completed.)
University Register of Collaborative Provision
The University maintains an internal record of partnerships taught in collaboration. Please contact the Quality Assurance Team or International Office for details.
"
Higher and degree apprenticeship approval,"The University is committed to developing a portfolio of Higher and Degree Apprenticeship programmes which respond to employer demand in areas of mutual benefit
Degree Apprenticeship Outline Business Case?
To avoid unnecessary work in developing new or amended programme documentation, a Degree Apprenticeship Outline Business Case (DAOBC) is required to identify the benefits and costs of the programme. The Degree Apprenticeship Outline Business Case pro-forma contains guidance notes for each section beginning on page 6. Before completing the pro-forma, please ensure the programme has the support of your Faculty Pro-Dean for Student Education.
The financial viability section of the pro-forma should be completed in consultation with the Faculty Finance Officer. A financial spreadsheet version of the form should be utilised.
In some cases the needs of the employer as set out in the degree apprenticeship standard will best be met through cross-faculty academic provision, in which case the DAOBC will require consultation with, and support from, both Faculties.
The DAOBC will be considered by a designated group of University Executive Group (UEG) members which will be responsible for institutional approval of the outline business case for the development of all higher and degree apprenticeship programmes. If the outline business case is accepted, the Faculty will take responsibility for the approval of the programme, focussing on the academic content, design, quality and standards.
Information and advice
If you are considering developing a?higher or degree apprenticeship programme, please speak to a member of the?Learning Enhancement Team in the first instance.??
The Learning Enhancement Team offers advice and guidance on the University＊s approach to higher and degree apprenticeships. The LE Team will also outline how Ofsted inspects the quality of apprenticeship training that is delivered by the University of Leeds as a training provider, to ensure it is high-quality and meets the needs of employers and apprentices.
Information and advice is available as follows:
General advice and guidance on developing a Higher or Degree Apprenticeship 每?Learning Enhancement Team
Financial modelling, viability and risk - Faculty Finance Officer
Market Research, viability and risk - Faculty Marketing Manager
Student Education Service Support - Faculty Education Service Manager
?
"
Joint honours programme approval,"Joint honours programmes have extra approval requirements, involving liaison between the two teaching schools. Approval processes for new programme proposal, programme withdrawal and for programme and module changes are explained here.
A joint honours programme is a particular kind of interdisciplinary programme where students combine two different subjects in approximately equal proportions.
Full details are in the Joint honours programme approval guidance.
Programme amendment responsibilities
Schools have overall academic responsibility for all programmes they parent. For joint honours programmes, this includes responsibility for the co-taught disciplines through liaison with partner schools. Review and development of the curriculum may be instigated by either teaching school, but amendments to programmes (including changes to the module provision in either discipline) will be the responsibility of the parent school.
Programme teams and the co-teaching schools
The programme team is central to the process of reviewing and updating programmes. At the core of the programme team are the programme leader in the parent school and the link tutor in the co-teaching school. Directors of Student Education must ensure that programme leaders and link tutors are included in any discussions in their schools about changes in provision that may impact on the structure or content of joint honours teaching.
Co-teaching School Taught Student Education Committees (STSECs) should keep parent STSECs informed, at an early stage, of proposed changes to their provision which will impact on joint honours programmes.
Programme teams and especially link tutors need to be aware at all times of:

the approval timetable and committee deadlines within the parent school(s)/faculty(ies)
any impact on marketing materials, which are produced well in advance.

Module amendments
Amendments within a module which are not substantial enough to require a new module proposal /?code will be approved by the teaching school and do not need to be formally reported to joint honours partners.
Any change which is substantial enough to require a new module code will need to follow the process below. Read more in Module approval.
Note that withdrawing compulsory/optional modules and/or proposing new compulsory/optional modules within either discipline counts as a programme amendment, even where the overall structure of the programme remains the same. Read more about major programme amendments and minor programme amendments in Taught programme amendment.
In practice, approval of amendments will happen in parallel: the teaching STSEC approves (and the FTSEC notes) the module provision within each discipline, while?the parenting STSEC approves?(and the FTSEC notes)?associated amendments to the programmes they parent, while considering the balance between disciplines, interdisciplinary elements and skills training.
Review and development of the provision in a co-teaching school may result in recommendations to amend a number of different joint honours programmes, which may be parented in different schools/faculties.
Schools may wish to co-opt relevant members of partner schools to their Taught Student Education Committees (TSECs) to help communication.
Approval in the parent school/faculty
Formal approval of programme amendments will be through the parent STSEC and either the Programme Approval Group (for major programme amendments)?or FTSEC (for reporting minor programme amendments). Catalogue records and workflow will be owned and managed by the parent school.
The parent?STSECs will assure themselves that co-teaching partners have been consulted before recommending approval to the PAG or reporting the change to FTSEC. The catalogue software includes fields where this consultation can be noted. The level of consultation should be appropriate to the scale of the proposed amendment. For example, for a comprehensive review of the structure of a programme, the parent STSEC may wish to see notes from a programme team meeting where both disciplines have been represented, alongside endorsement of the Director of Student Education in the co-teaching school. For a minor change to the availability of different optional modules, a record that co-teaching partners have been informed would suffice.
Withdrawal of joint honours programmes
Withdrawal of a joint honours programme should follow the same process as for amendments. The withdrawal form includes space to note partners who have been consulted before a recommendation to withdraw a programme is made.? See programme withdrawal form.
Parent STSECs and PAGs?must assure themselves that co-teaching partners have been consulted before recommending withdrawal. The recommendation to withdraw should be approved by STSEC and the relevant Pro Dean for Student Education and the parent school/faculty executive, and then reported to the co-teaching STSEC and FTSEC.
Proposing a new joint honours programme
A proposal for a new joint honours programme will be approved by the proposed parent school/faculty, who will satisfy themselves that partner schools fully support the proposal before recommending approval.
"
Study abroad approval,"Quality assurance of study abroad arrangements, including new exchanges, are supported by the Study Abroad office and overseen by the Collaborations and Partnerships Committee via the Study Abroad Programme Approval Group.
Module specification and approval
Periods of study abroad which are part of the programme of study should be specified as a module(s) in the usual way. Details?of the learning and teaching and the assessment are considered for approval by the Study Abroad?Programme Approval Group and then entered onto the module catalogue.
Exchange agreements
When a school wishes to enter into a new arrangement with an institution and implement a student exchange agreement, the details of the proposal must be considered by the School Taught Student Education Committee and the Study Abroad Programme Approval Group. If the institution is not an existing study abroad partner, a Partner Report is also required. ?More information and approval forms are available in the Study abroad section?and below (see?'how to set up a new exchange').
How to set up a new exchange
If you would like to set up a new exchange for study abroad, please contact the Study Abroad Office (SAO) before completing any documentation. The SAO can give you advice and guidance on what information you will need and discuss the general suitability of the proposed partner. This includes consideration about whether the link is likely to be reciprocal, as agreements must balance student numbers given the tuition fee is waived.
For further information, please contact?Ben Oldham, Study Abroad Manager.
New study abroad agreement
Follow the process outlined below:


Proposer to?discuss the new agreement?with SAO and check if the institution is an existing study abroad partner. A Partner Report must be completed before a new study abroad partner can be approved: The proposed partner can complete the Partner Report,?however it should be checked and if necessary added to by the proposing school. A site visit is recommended before a new agreement is created, although this is at the discretion of the proposing school. If the institution is an existing partner, a new Partner Report is not necessary.


Proposer?to complete a proposal for a new study abroad agreement.


Send a copy of the form(s)?to both the School Taught Student Education Committee (STSEC) and the Study Abroad office.


School TSEC considers the proposal for endorsement and then sends it to the Quality Assurance team.


The signed documentation is then presented to the Study Abroad Programme Approval Group (SAPAG) which reviews and approves the proposal. The Quality Assurance team manages this stage of the process.


If you are considering language preparation content for a new proposal then please refer to the Language Attainment Guidelines.
Study Abroad Programme Approval Group meetings?
Please consult Niamh Tooher?for details of Study Abroad Programme Approval Group meetings.?
Expectations for student support
There are a number of minimum expectations for?student support in terms of study abroad and placement. Read the University policy on placement and study abroad support.
Guidance on unsuccessful Study Year Abroad Students
There is guidance provided for Schools who have students that are unsuccessful in meeting the learning requirements for their Study Year Abroad. Read the guiding principles for students who are unsuccessful in study year abroad.
"
Placements approval,"Work placement learning that is part of a programme of study must be approved and regularly reviewed through the University's usual quality assurance arrangements.
?
This includes the detailed specification of:

learning outcomes
teaching and learning
assessment methods.

Placement modules, like all other modules, are subject to student evaluation (through student evaluation surveys) and staff review.
?
Each placement must also be approved by the relevant school or faculty according to published academic, and health and safety, criteria.
More information?
For the health and safety standard, guidance and forms, read Risk management of student placements.
Get other support and advice on placement learning from the University Careers Centre.
?
"
Continuing professional development,"Approval processes for continuing professional development.
Continuing professional development (CPD) in the University describes short or long training programmes, which:

develop employment-related knowledge, skills and understanding, and/or
are aimed mainly at developing or updating the skills of people already in employment, or in the labour market but not actually employed.

The CPD may, or may not, carry credits. This is known as credit-bearing or non-credit-bearing CPD and will affect the assurance process you need to follow.
CPD provision is an integral element of a school＊s taught provision portfolio. Schools are responsible for maintaining a register of all their credit-bearing and non-credit bearing CPD courses and activities.
It is important that the University has an accurate?CPD record for reporting to?the Higher Education Business and Community Interaction (HE-BCI) survey which collects financial and output data related to knowledge exchange.?
Pro forma for new?CPD?
For all new CPD modules, courses, programme and events aimed at industry and wider partners (not existing staff or students),?you will need to complete the?pro forma?for new CPD (Word) and?separate CPD?financial costings spreadsheet.
Once the pro forma and costings template are completed and signed, they should be sent to: professionaldevelopment@leeds.ac.uk
The pro forma?will then be considered at the next CPD Approval Group meeting, and (subject to approval) recorded accurately for the University's annual CPD return.?Acknowledging the fast pace required to meet the needs of businesses,?we will be responsive and can consider proposals electronically. ???
Non credit-bearing CPD
Non credit-bearing CPD courses include summer schools and other short courses for which no credit is awarded by the University.
Credit-bearing CPD
If the CPD carries credits, the University＊s normal quality assurance procedures for modules and programmes (including collaborative provision) apply. Completion of the CPD pro forma is an additional step required when modules or programmes are to be offered externally as CPD.
Additional points to consider
If you are considering offering online or blended learning CPD, please consult with the Digital Education Service or your Faculty Digital Education Academic Lead.
If you have any queries regarding the approval process for CPD, please send an email to: professionaldevelopment@leeds.ac.uk? and we will be happy to help and offer advice.?
?
"
Ad personam and ad hoc programme variation processes,"Ad personam or ad hoc programme variations must be approved by the relevant Pro-Dean for Student Education, acting on behalf of the Faculty Taught Student Education Committee.
The processes you need to go through to make ad personam and ad hoc programme variations are outlined here.
Making a case: programme learning outcomes
For both ad personam and ad hoc programme variation, the proposing school should set out how:

the proposed revised programme will be structured
the revised structure will allow the student(s) to meet the programme learning outcomes.

Note: It is particularly important that any waiver or change to compulsory modules is justified in relation to the programme learning outcomes.
Ad personam programmes for individual students
A school proposes an ad personam programme variation through the Exams team.
Use the Request for ad personam programme variation approval form. Email this to: examinationsconf@leeds.ac.uk.
The Exams team will seek approval from the relevant Pro-Dean for Student Education. If the request is approved, the Programmes and Assessment team will make the necessary changes directly in the student record within Banner.
Note: an ad personam programme is approved for the named student only. To use it for other students, you must get permission again from the Faculty Taught Student Education Committee (FTSEC).
Ad hoc changes to a programme
A school proposes an ad hoc programme variation through the Quality Assurance team (QAT).
?
Use Part B of the?apppropriate programme proposal form (undergraduate or?postgraduate) to provide details of the new ad hoc programme variation, see programme proposal forms. QAT will then seek approval from the relevant Pro-Dean/FTSEC.
When the changes have been approved, you need to make them in the programme catalogue entry, so they are implemented for all students in the cohort.
An ad hoc programme will be approved for a specified cohort of students only. To use it for subsequent cohorts, you must again get approval from the Pro-Dean/FTSEC.
Schools must:

Complete full documentation for the ad hoc programme, including specifying the rules for eligibility for awards where these differ from the normal arrangements.
Ensure that the proposed modules comprise a coherent and logical choice, consistent with the intended programme learning outcomes.
Check the acceptability of the arrangement with all participating schools and any external partners.
Clear any practical difficulties, such as normal pre-requisites, which might have to be set aside.
Discuss, where appropriate, the proposed ad hoc arrangements with the relevant external examiner(s) and keep a record of such discussions

"
Reduced time at Leeds for postgraduate researchers,"Postgraduate researchers may undertake a limited amount of research away from the University, either on approved fieldwork or in approved academic institutions or scientific, clinical or industrial locations.
This could apply to postgraduate researchers studying under Marie Curie ITN initiatives, Horizon 2020 or as part of industrial sponsorship. Split-site programmes are considered under a seperate process.
Schools should set out the planned arrangements and make a request to Doctoral College Operations?if it is anticipated that this?time away will exceed 12 months of the total period of study. Transfer and examination must?take place at the University of Leeds.?
The following information should be included:
?

Details of the programme, including any partners involved in the project
Reasons for why the PGR is not able to undertake this research at the University of Leeds?
The locations where the PGR will be studying
A proposed schedule of study, including a month-by-month breakdown of activity to undertaken and in which location
Details of any visits by the supervisor(s) to the proposed location
How the supervision team will continue regular supervision meetings during the PGR's time away from the University

This request will then be considered by the Chair of PGR Programmes and Quality Group. PGRs studying under a Student visa must declare any change of location to Doctoral College Operations ?
?
?
"
Collaborative provision amendments,"The process for making changes to collaborative arrangements will vary according to the category of the arrangement and the type of amendment proposed.
Decisions to make minor amendments to collaborative arrangements which do not change the nature of the collaboration can be approved via the School Taught Student Education Committee and actioned at any time during the term of the legal agreement. The proposal form to amend existing collaborative arrangements will need to be completed.?Examples of minor amendments to a collaborative arrangement would be similar to those employed for non-collaborative provision, and would in most cases not be specific to the arrangement and therefore approved under normal STSEC procedures (for example, module withdrawals).
Small scholarship adjustments, entry requirements and expected student numbers also constitute minor amendments, but should also be done in consultation with the International Office. Potential impacts in terms of recruitment and resources should be considered. Changes to the contract will be drafted and shared with the partner by the International Office.
Changes to an agreement which represent a new proposal (eg adding another programme) should go through the full collaborative programme approval process.
Where schools wish to extend a collaboration with an existing partner to include an additional agreement of a new type (eg the existing arrangement is an articulation but both parties wish to develop a joint degree), the proposal for the new model of collaboration would need to go through the full approval process for the relevant model.
Where the proposal is to extend the existing model of collaboration (eg an articulation) to include another school or faculty at Leeds, the proposal would need to go through the full collaborative programme approval process for the school/faculty joining the agreement.
Where partner universities operate across multiple campuses, there may be a wish to extend the agreement to include students from different locations studying the same programme. This does not represent a new agreement and is treated as an extension to the existing arrangement by adding new progression routes. This can be approved via STSEC as a minor amendment. Changes to the contract will be drafted and shared with the partner by the International Office.???
"
Taught Student Education Board,"Taught Student Education Board is responsible for providing strategic direction to the Student Education area.
Taught Student Education Board (TSEB) takes a holistic approach which combines quality assurance and quality enhancement. It also considers developments in all aspects of taught student support. The Board keeps a watching brief on national and international developments and coordinates the University's response to national consultations.
The Board oversees the work of Faculty Taught Student Education Committees (FTSECs) and has a number of committees and working groups which report on particular matters. In addition, the Board oversees student academic experience reviews and all forms of external review.
Committee papers
Documents, including agendas, committee papers and minutes are available in the TSEB area on Sharepoint. These can be accessed by any student or member of staff, but you will need to log on to the system with your University IT username and password.?
Meeting dates 2021/2022
Friday 22nd?September 2021
Thursday 11th?November 2021
Thursday 9th?December 2021
Wednesday 23rd?February 2022
Wednesday 27th?April 2022
Wednesday 22nd?June 2022
"
